"","plot","plotID","treatment","year","month","seasonID","PB_period","total","reproductive","proportion","bmass_PB","bmass_PP","bmass_krat","trt","bmass_PBs","bmass_PPs","bmass_krats"
"17",2,1,"control",2014,4,2,3,1,0,0,70,112,279,1,-0.0221832824096416,0.282569761459652,0.95142195291588
"18",2,1,"control",1996,5,2,2,2,0,0,0,34,346,1,-0.625284112245575,-0.753289802992955,1.38056037752246
"19",2,1,"control",1997,5,2,2,2,0,0,17,78,148,1,-0.478816767856849,-0.168958766635074,0.11236025704332
"20",2,1,"control",2002,5,2,2,2,0,0,130,60,142.03951957,1,0.494760286021159,-0.408003281508753,0.0741830752279685
"21",2,1,"control",2003,5,2,2,8,3,0.375,325,137,84,1,2.17482688342126,0.614576032117539,-0.297563014222664
"22",2,1,"control",2004,5,2,2,2,1,0.5,0,36,45,1,-0.625284112245575,-0.726729301340324,-0.547360007650373
"23",2,1,"control",2005,5,2,2,2,1,0.5,0,0,0,1,0,0,-0.835587307759268
"24",2,1,"control",2006,5,2,2,1,0,0,90,73,148,1,0.150131240400625,-0.235360020766652,0.11236025704332
"25",2,1,"control",2008,5,2,2,1,0,0,248,81,219,1,1.51141597060173,-0.129118014156128,0.56711888610402
"26",2,1,"control",2009,5,2,2,2,0,0,62,80,50,1,-0.0911090915337483,-0.142398264982443,-0.515334752082718
"27",2,1,"control",2010,5,2,2,1,1,1,0,19,0,1,-0.625284112245575,-0.952493565387687,-0.835587307759268
"28",2,1,"control",2011,5,2,3,2,0,0,0,16,82,1,-0.625284112245575,-0.992334317866633,-0.310373116449726
"29",2,1,"control",2013,5,2,3,4,0,0,0,120,181,1,-0.625284112245575,0.388811768070176,0.323726943789842
"30",2,1,"control",2014,5,2,3,4,0,0,40,135,203,1,-0.280655066625042,0.588015530464908,0.464638068287524
"31",2,1,"control",1996,6,3,2,2,1,0.5,26,38,94,1,-0.401275232592228,-0.700168799687693,-0.233512503087354
"32",2,1,"control",1997,6,3,2,1,1,1,100,55,141,1,0.236288501805759,-0.47440453564033,0.0675248992486026
"33",2,1,"control",2002,6,3,2,1,0,0,77,31,50,1,0.0381268005739518,-0.793130555471901,-0.515334752082718
"34",2,1,"control",2003,6,3,2,6,3,0.5,160,104,85,1,0.753232070236559,0.176327754849128,-0.291157963109133
"35",2,1,"control",2004,6,3,2,3,1,0.333333333333333,0,0,0,1,0,0,-0.835587307759268
"36",2,1,"control",2005,6,3,2,1,1,1,82,23,39,1,0.0812054312765185,-0.899372562082425,-0.585790314331559
"37",2,1,"control",2008,6,3,2,4,2,0.5,612,92,294,1,4.64754028574859,0.0169647449333424,1.04749771961884
"38",2,1,"control",2009,6,3,2,1,0,0,89,46,46,1,0.141515514260112,-0.593926793077169,-0.540954956536842
"39",2,1,"control",2012,6,3,3,5,2,0.4,25,146,140,1,-0.409890958732742,0.734098289554378,0.0611198481350716
"40",2,1,"control",2014,6,3,3,7,1,0.142857142857143,0,226,146,1,-0.625284112245575,1.79651835565962,0.0995501548162576
"41",2,1,"control",1995,7,3,2,4,1,0.25,0,75,61,1,-0.625284112245575,-0.208799519114021,-0.444879189833877
"42",2,1,"control",1996,7,3,2,1,1,1,24,46,46,1,-0.418506684873255,-0.593926793077169,-0.540954956536842
"43",2,1,"control",2000,7,3,2,1,0,0,238,34,0,1,1.4252587091966,-0.753289802992955,-0.835587307759268
"44",2,1,"control",2002,7,3,2,4,0,0,95,93,95,1,0.193209871103192,0.0302449957596578,-0.227107451973823
"45",2,1,"control",2003,7,3,2,5,2,0.4,168,78,37,1,0.822157879360666,-0.168958766635074,-0.598600416558621
"46",2,1,"control",2004,7,3,2,1,0,0,0,0,0,1,0,0,-0.835587307759268
"47",2,1,"control",2005,7,3,2,5,0,0,177,82,44,1,0.899699414625286,-0.115837763329812,-0.553765058763904
"48",2,1,"control",2006,7,3,2,6,0,0,166,162,49,1,0.804926427079639,0.946582302775425,-0.521739803196249
"49",2,1,"control",2007,7,3,2,1,0,0,370,87,150,1,2.56253455974436,-0.049436509198235,0.125170359270382
"50",2,1,"control",2008,7,3,2,2,1,0.5,99,31,50,1,0.227672775665245,-0.793130555471901,-0.515334752082718
"51",2,1,"control",2009,7,3,2,1,0,0,65,27,26,1,-0.0652619131122082,-0.846251558777163,-0.669055978807462
"52",2,1,"control",2010,7,3,2,1,0,0,0,25,44,1,-0.625284112245575,-0.872812060429794,-0.553765058763904
"53",2,1,"control",2011,7,3,3,1,1,1,0,38,40,1,-0.625284112245575,-0.700168799687693,-0.579385263218028
"54",2,1,"control",2012,7,3,3,7,1,0.142857142857143,0,271,71,1,-0.625284112245575,2.39412964284381,-0.380828678698567
"55",2,1,"control",2013,7,3,3,4,0,0,0,147,87,1,-0.625284112245575,0.747378540380693,-0.278347860882071
"56",2,1,"control",1994,8,3,1,1,0,0,0,32.61851292,44,1,-0.625284112245575,-0.771636297928669,-0.553765058763904
"57",2,1,"control",1995,8,3,2,2,0,0,0,51,67,1,-0.625284112245575,-0.527525538945592,-0.406448883152691
"58",2,1,"control",1996,8,3,2,1,1,1,0,34,87,1,-0.625284112245575,-0.753289802992955,-0.278347860882071
"59",2,1,"control",1998,8,3,2,1,0,0,61,45,97,1,-0.0997248176742616,-0.607207043903485,-0.214297349746761
"60",2,1,"control",2000,8,3,2,2,0,0,177,97,43,1,0.899699414625286,0.0833659990649197,-0.560170109877435
"61",2,1,"control",2001,8,3,2,1,0,0,32,89.23702584,95,1,-0.349580875749148,-0.0197282449380859,-0.227107451973823
"62",2,1,"control",2003,8,3,2,2,0,0,171,53,46,1,0.848005057782206,-0.500965037292961,-0.540954956536842
"63",2,1,"control",2004,8,3,2,2,0,0,125.87351518,56,0,1,0.459207622889053,-0.461124284814015,-0.835587307759268
"64",2,1,"control",2005,8,3,2,6,0,0,207,135,44,1,1.15817119884069,0.588015530464908,-0.553765058763904
"65",2,1,"control",2008,8,3,2,3,0,0,199,63,0,1,1.08924538971658,-0.368162529029806,-0.835587307759268
"66",2,1,"control",2009,8,3,2,4,0,0,56,59,31,1,-0.142803448376828,-0.421283532335068,-0.637030723239807
"67",2,1,"control",2011,8,3,3,8,1,0.125,0,226,39,1,-0.625284112245575,1.79651835565962,-0.585790314331559
"68",2,1,"control",2012,8,3,3,6,0,0,0,171,91,1,-0.625284112245575,1.06610456021226,-0.252727656427947
"69",2,1,"control",2014,8,3,3,10,0,0,0,352.61851292,490,1,-0.625284112245575,3.47804396649228,2.30288773787092
"70",2,1,"control",1983,9,4,1,1,0,0,0,18,545,1,-0.625284112245575,-0.965773816214002,2.65516554911512
"71",2,1,"control",1994,9,4,1,1,0,0,0,15,46,1,-0.625284112245575,-1.00561456869295,-0.540954956536842
"72",2,1,"control",1995,9,4,2,8,1,0.125,0,140,43,1,-0.625284112245575,0.654416784596485,-0.560170109877435
"73",2,1,"control",1996,9,4,2,2,0,0,92,41,138,1,0.167362692681652,-0.660328047208747,0.0483097459080097
"74",2,1,"control",1997,9,4,2,1,0,0,124,16,271,1,0.443065929178079,-0.992334317866633,0.900181544007632
"75",2,1,"control",2004,9,4,2,4,0,0,147,82,0,1,0.641227630409886,-0.115837763329812,-0.835587307759268
"76",2,1,"control",2005,9,4,2,7,0,0,464,165,98,1,3.37241281695261,0.986423055254372,-0.20789229863323
"77",2,1,"control",2006,9,4,2,2,2,1,110,40,0,1,0.322445763210892,-0.673608298035062,-0.835587307759268
"78",2,1,"control",2007,9,4,2,2,0,0,385,64,143,1,2.69177045185206,-0.354882278203491,0.0803350014756646
"79",2,1,"control",2009,9,4,2,1,0,0,31,14,50,1,-0.358196601889662,-1.01889481951926,-0.515334752082718
"80",2,1,"control",2010,9,4,2,5,0,0,0,97,0,1,-0.625284112245575,0.0833659990649197,-0.835587307759268
"81",2,1,"control",2012,9,4,3,7,0,0,0,214,134,1,-0.625284112245575,1.63715534574383,0.0226895414538857
"82",2,1,"control",2013,9,4,3,5,1,0.2,0,169.61851292,55,1,-0.625284112245575,1.04775806527655,-0.483309496515063
"83",2,1,"control",2014,9,4,3,4,0,0,99,166,114,1,0.227672775665245,0.999703306080687,-0.105411480816734
"84",2,1,"control",1994,10,4,1,1,0,0,0,14,143,1,-0.625284112245575,-1.01889481951926,0.0803350014756646
"85",2,1,"control",1995,10,4,2,6,0,0,0,87,200,1,-0.625284112245575,-0.049436509198235,0.445422914946931
"86",2,1,"control",2002,10,4,2,2,1,0.5,195,52,0,1,1.05478248515453,-0.514245288119276,-0.835587307759268
"87",2,1,"control",2004,10,4,2,2,0,0,210,44,0,1,1.18401837726223,-0.6204872947298,-0.835587307759268
"88",2,1,"control",2011,10,4,3,5,0,0,0,142.61851292,81,1,-0.625284112245575,0.689191292966033,-0.316778167563257
"89",2,1,"control",2012,10,4,3,5,0,0,26,124.61851292,141,1,-0.401275232592228,0.450146778092354,0.0675248992486026
"90",2,1,"control",2014,10,4,3,2,0,0,39,89,157,1,-0.289270792765555,-0.022876007545604,0.170005717065099
"91",2,1,"control",1999,11,4,2,1,0,0,38,40,0,1,-0.297886518906068,-0.673608298035062,-0.835587307759268
"92",2,1,"control",2002,11,4,2,1,0,0,98,29,100,1,0.219057049524732,-0.819691057124532,-0.195082196406168
"93",2,1,"control",2005,11,4,2,1,0,0,238,33,84,1,1.4252587091966,-0.76657005381927,-0.297563014222664
"94",2,1,"control",2006,11,4,2,5,0,0,137,155,47,1,0.555070369004752,0.853620546991217,-0.534549905423311
"95",2,1,"control",2010,11,4,2,2,0,0,0,36,49,1,-0.625284112245575,-0.726729301340324,-0.521739803196249
"96",2,1,"control",2012,11,4,3,2,0,0,29,35,207,1,-0.375428054170688,-0.740009552166639,0.490258272741648
"97",2,1,"control",2014,11,4,3,2,0,0,41,50,217,1,-0.272039340484528,-0.540805789771907,0.554308783876958
"98",2,1,"control",1995,12,1,2,1,0,0,0,14,499,1,-0.625284112245575,-1.01889481951926,2.3605331978927
"99",2,1,"control",2005,12,1,2,1,0,0,147,16,118,1,0.641227630409886,-0.992334317866633,-0.0797912763626102
"100",2,1,"control",2006,12,1,2,3,0,0,301,83,0,1,1.96804945604894,-0.102557512503497,-0.835587307759268
"101",3,2,"exclosure",1996,1,1,2,1,0,0,0,18,165,2,-0.625284112245575,-0.965773816214002,0.221246125973347
"102",3,2,"exclosure",1996,2,1,2,2,0,0,0,49,203,2,-0.625284112245575,-0.554086040598223,0.464638068287524
"103",3,2,"exclosure",1996,3,2,2,1,0,0,0,55,54,2,-0.625284112245575,-0.47440453564033,-0.489714547628594
"104",3,2,"exclosure",2003,3,2,2,1,0,0,524,52,112,2,3.88935638538341,-0.514245288119276,-0.118221583043796
"105",3,2,"exclosure",2005,3,2,2,1,0,0,0,0,0,2,0,0,-0.835587307759268
"106",3,2,"exclosure",2012,3,2,3,2,1,0.5,0,51,0,2,-0.625284112245575,-0.527525538945592,-0.835587307759268
"107",3,2,"exclosure",2014,3,2,3,2,0,0,0,190,93,2,-0.625284112245575,1.31842932591226,-0.239917554200885
"108",3,2,"exclosure",1993,4,2,1,1,0,0,0,18,0,2,-0.625284112245575,-0.965773816214002,-0.835587307759268
"109",3,2,"exclosure",1995,4,2,2,1,0,0,0,63,46,2,-0.625284112245575,-0.368162529029806,-0.540954956536842
"110",3,2,"exclosure",1996,4,2,2,2,1,0.5,0,243,226,2,-0.625284112245575,2.02228261970698,0.611954243898737
"111",3,2,"exclosure",1997,4,2,2,3,0,0,0,118,205,2,-0.625284112245575,0.362251266417545,0.477448170514586
"112",3,2,"exclosure",1999,4,2,2,1,0,0,290,16,36,2,1.87327646850329,-0.992334317866633,-0.605005467672152
"113",3,2,"exclosure",2002,4,2,2,2,2,1,233,73,249,2,1.38218007849403,-0.235360020766652,0.75927041950995
"114",3,2,"exclosure",2005,4,2,2,3,2,0.666666666666667,113,96.61851292,0,2,0.348292941632432,0.0782997549555211,-0.835587307759268
"115",3,2,"exclosure",2007,4,2,2,1,0,0,325,16,0,2,2.17482688342126,-0.992334317866633,-0.835587307759268
"116",3,2,"exclosure",2009,4,2,2,1,0,0,315,16,0,2,2.08866962201613,-0.992334317866633,-0.835587307759268
"117",3,2,"exclosure",2012,4,2,3,3,1,0.333333333333333,0,180,0,2,-0.625284112245575,1.1856268176491,-0.835587307759268
"118",3,2,"exclosure",2013,4,2,3,7,0,0,0,296,53,2,-0.625284112245575,2.7261359135017,-0.496119598742125
"119",3,2,"exclosure",1994,5,2,1,1,0,0,0,21,0,2,-0.625284112245575,-0.925933063735056,-0.835587307759268
"120",3,2,"exclosure",1996,5,2,2,1,1,1,0,66,125,2,-0.625284112245575,-0.32832177655086,-0.0349559185678933
"121",3,2,"exclosure",1998,5,2,2,1,0,0,124,103,0,2,0.443065929178079,0.163047504022813,-0.835587307759268
"122",3,2,"exclosure",2002,5,2,2,2,1,0.5,230,96,369,2,1.35633290007249,0.0700857482386043,1.52787655313367
"123",3,2,"exclosure",2003,5,2,2,2,1,0.5,544,112,87,2,4.06167090819368,0.282569761459652,-0.278347860882071
"124",3,2,"exclosure",2005,5,2,2,2,1,0.5,0,0,0,2,0,0,-0.835587307759268
"125",3,2,"exclosure",2006,5,2,2,1,0,0,245,33,0,2,1.48556879218019,-0.76657005381927,-0.835587307759268
"126",3,2,"exclosure",2007,5,2,2,1,0,0,582,19,0,2,4.38906850153319,-0.952493565387687,-0.835587307759268
"127",3,2,"exclosure",2011,5,2,3,3,0,0,0,48,0,2,-0.625284112245575,-0.567366291424538,-0.835587307759268
"128",3,2,"exclosure",2013,5,2,3,7,0,0,0,288,53,2,-0.625284112245575,2.61989390689117,-0.496119598742125
"129",3,2,"exclosure",1993,6,3,1,3,1,0.333333333333333,0,61,0,2,-0.625284112245575,-0.394723030682437,-0.835587307759268
"130",3,2,"exclosure",1995,6,3,2,5,1,0.2,0,112,40,2,-0.625284112245575,0.282569761459652,-0.579385263218028
"131",3,2,"exclosure",1996,6,3,2,1,0,0,0,97,141.52721657,2,-0.625284112245575,0.0833659990649197,0.0709017483273532
"132",3,2,"exclosure",1997,6,3,2,1,0,0,126,28,188,2,0.460297381459105,-0.832971307950848,0.368562301584559
"133",3,2,"exclosure",2002,6,3,2,3,1,0.333333333333333,136,57,152,2,0.546454642864239,-0.447844033987699,0.137980461497444
"134",3,2,"exclosure",2003,6,3,2,6,0,0,252,160,40,2,1.54587887516379,0.920021801122794,-0.579385263218028
"135",3,2,"exclosure",2004,6,3,2,3,1,0.333333333333333,0,0,0,2,0,0,-0.835587307759268
"136",3,2,"exclosure",2005,6,3,2,2,0,0,216,28,0,2,1.23571273410531,-0.832971307950848,-0.835587307759268
"137",3,2,"exclosure",2007,6,3,2,2,0,0,669,32,0,2,5.13863667575785,-0.779850304645586,-0.835587307759268
"138",3,2,"exclosure",2008,6,3,2,3,0,0,772,44,0,2,6.02605646823072,-0.6204872947298,-0.835587307759268
"139",3,2,"exclosure",2012,6,3,3,15,4,0.266666666666667,0,300,0,2,-0.625284112245575,2.77925691680696,-0.835587307759268
"140",3,2,"exclosure",2014,6,3,3,19,5,0.263157894736842,27,251,0,2,-0.392659506451715,2.1285246263175,-0.835587307759268
"141",3,2,"exclosure",1985,7,3,1,1,0,0,0,45,83,2,-0.625284112245575,-0.607207043903485,-0.303968065336195
"142",3,2,"exclosure",1993,7,3,1,1,0,0,0,18,0,2,-0.625284112245575,-0.965773816214002,-0.835587307759268
"143",3,2,"exclosure",1994,7,3,1,1,1,1,0,44,0,2,-0.625284112245575,-0.6204872947298,-0.835587307759268
"144",3,2,"exclosure",1995,7,3,2,3,1,0.333333333333333,0,96,0,2,-0.625284112245575,0.0700857482386043,-0.835587307759268
"145",3,2,"exclosure",1997,7,3,2,2,0,0,189,139,235,2,1.00308812831145,0.641136533770169,0.669599703920516
"146",3,2,"exclosure",2002,7,3,2,2,1,0.5,236,95,54,2,1.40802725691557,0.0568054974122888,-0.489714547628594
"147",3,2,"exclosure",2003,7,3,2,5,1,0.2,148,141,0,2,0.649843356550399,0.6676970354228,-0.835587307759268
"148",3,2,"exclosure",2004,7,3,2,1,0,0,0,0,0,2,0,0,-0.835587307759268
"149",3,2,"exclosure",2006,7,3,2,2,1,0.5,405,48,0,2,2.86408497466233,-0.567366291424538,-0.835587307759268
"150",3,2,"exclosure",2011,7,3,3,7,2,0.285714285714286,0,247,0,2,-0.625284112245575,2.07540362301224,-0.835587307759268
"151",3,2,"exclosure",2012,7,3,3,12,0,0,0,322.61851292,0,2,-0.625284112245575,3.07963644170282,-0.835587307759268
"152",3,2,"exclosure",2013,7,3,3,7,0,0,0,187,42,2,-0.625284112245575,1.27858857343331,-0.566575160990966
"153",3,2,"exclosure",1993,8,3,1,1,0,0,0,21,0,2,-0.625284112245575,-0.925933063735056,-0.835587307759268
"154",3,2,"exclosure",1994,8,3,1,1,0,0,0,46,0,2,-0.625284112245575,-0.593926793077169,-0.835587307759268
"155",3,2,"exclosure",1995,8,3,2,7,2,0.285714285714286,0,240.66603416,0,2,-0.625284112245575,1.99128696793173,-0.835587307759268
"156",3,2,"exclosure",1996,8,3,2,4,1,0.25,0,127,48,2,-0.625284112245575,0.481773523854384,-0.52814485430978
"157",3,2,"exclosure",1998,8,3,2,1,0,0,239,47,0,2,1.43387443533711,-0.580646542250854,-0.835587307759268
"158",3,2,"exclosure",2001,8,3,2,2,0,0,219,60.61851292,0,2,1.26155991252685,-0.399789274791836,-0.835587307759268
"159",3,2,"exclosure",2003,8,3,2,4,0,0,106,108,97,2,0.287982858648839,0.22944875815439,-0.214297349746761
"160",3,2,"exclosure",2004,8,3,2,3,0,0,170,85,0,2,0.839389331641692,-0.0759970108508659,-0.835587307759268
"161",3,2,"exclosure",2005,8,3,2,2,0,0,387,30,0,2,2.70900190413309,-0.806410806298217,-0.835587307759268
"162",3,2,"exclosure",2011,8,3,3,20,5,0.25,0,496.61851292,0,2,-0.625284112245575,5.39040008548171,-0.835587307759268
"163",3,2,"exclosure",2012,8,3,3,16,0,0,52,362,0,2,-0.177266352938882,3.60263246803852,-0.835587307759268
"164",3,2,"exclosure",2014,8,3,3,16,2,0.125,172,352,0,2,0.856620783922719,3.46982995977536,-0.835587307759268
"165",3,2,"exclosure",1993,9,4,1,2,0,0,0,38,153,2,-0.625284112245575,-0.700168799687693,0.144385512610975
"166",3,2,"exclosure",1994,9,4,1,2,1,0.5,0,52,0,2,-0.625284112245575,-0.514245288119276,-0.835587307759268
"167",3,2,"exclosure",1995,9,4,2,8,3,0.375,0,257,0,2,-0.625284112245575,2.20820613127539,-0.835587307759268
"168",3,2,"exclosure",1996,9,4,2,3,0,0,26,88,0,2,-0.401275232592228,-0.0361562583719195,-0.835587307759268
"169",3,2,"exclosure",2001,9,4,2,3,0,0,289,44,53,2,1.86466074236278,-0.6204872947298,-0.496119598742125
"170",3,2,"exclosure",2002,9,4,2,1,1,1,91,48.61851292,0,2,0.158746966541139,-0.559152284707621,-0.835587307759268
"171",3,2,"exclosure",2003,9,4,2,1,0,0,150,28,0,2,0.667074808831426,-0.832971307950848,-0.835587307759268
"172",3,2,"exclosure",2004,9,4,2,3,0,0,147,62,0,2,0.641227630409886,-0.381442779856122,-0.835587307759268
"173",3,2,"exclosure",2005,9,4,2,1,0,0,846.87351518,107,0,2,6.67114617019917,0.216168507328074,-0.835587307759268
"174",3,2,"exclosure",2006,9,4,2,1,1,1,156,21,0,2,0.718769165674506,-0.925933063735056,-0.835587307759268
"175",3,2,"exclosure",2007,9,4,2,2,0,0,561,47,0,2,4.20813825258241,-0.580646542250854,-0.835587307759268
"176",3,2,"exclosure",2008,9,4,2,1,0,0,277,13,0,2,1.76127202867662,-1.03217507034558,-0.835587307759268
"177",3,2,"exclosure",2010,9,4,2,4,2,0.5,36,115,0,2,-0.315117971187095,0.322410513938598,-0.835587307759268
"178",3,2,"exclosure",2012,9,4,3,5,0,0,30,301,0,2,-0.366812328030175,2.79253716763328,-0.835587307759268
"179",3,2,"exclosure",2013,9,4,3,8,1,0.125,35,224,0,2,-0.323733697327608,1.76995785400698,-0.835587307759268
"180",3,2,"exclosure",2014,9,4,3,7,0,0,120,142,0,2,0.408603024616025,0.680977286249116,-0.835587307759268
"181",3,2,"exclosure",1993,10,4,1,1,0,0,0,12,0,2,-0.625284112245575,-1.0454553211719,-0.835587307759268
"182",3,2,"exclosure",1994,10,4,1,2,0,0,0,47,0,2,-0.625284112245575,-0.580646542250854,-0.835587307759268
"183",3,2,"exclosure",1995,10,4,2,6,0,0,0,174,0,2,-0.625284112245575,1.10594531269121,-0.835587307759268
"184",3,2,"exclosure",1996,10,4,2,3,0,0,30,48,55,2,-0.366812328030175,-0.567366291424538,-0.483309496515063
"185",3,2,"exclosure",2001,10,4,2,1,1,1,286,15,55,2,1.83881356394124,-1.00561456869295,-0.483309496515063
"186",3,2,"exclosure",2004,10,4,2,3,0,0,119,97,56,2,0.399987298475512,0.0833659990649197,-0.476904445401532
"187",3,2,"exclosure",2005,10,4,2,3,0,0,0,0,0,2,0,0,-0.835587307759268
"188",3,2,"exclosure",2006,10,4,2,1,1,1,398,58,0,2,2.80377489167873,-0.434563783161384,-0.835587307759268
"189",3,2,"exclosure",2007,10,4,2,1,0,0,408,16,0,2,2.88993215308387,-0.992334317866633,-0.835587307759268
"190",3,2,"exclosure",2008,10,4,2,1,0,0,240,13,0,2,1.44249016147763,-1.03217507034558,-0.835587307759268
"191",3,2,"exclosure",2011,10,4,3,20,4,0.2,0,422.61851292,0,2,-0.625284112245575,4.40766152433436,-0.835587307759268
"192",3,2,"exclosure",2012,10,4,3,10,0,0,0,257,0,2,-0.625284112245575,2.20820613127539,-0.835587307759268
"193",3,2,"exclosure",2014,10,4,3,5,0,0,94,143,0,2,0.184594144962679,0.694257537075431,-0.835587307759268
"194",3,2,"exclosure",1996,11,4,2,1,0,0,33,15,138,2,-0.340965149608635,-1.00561456869295,0.0483097459080097
"195",3,2,"exclosure",2001,11,4,2,1,0,0,279,15,145,2,1.77850348095765,-1.00561456869295,0.0931451037027266
"196",3,2,"exclosure",2006,11,4,2,2,0,0,481,51,0,2,3.51888016134134,-0.527525538945592,-0.835587307759268
"197",3,2,"exclosure",2008,11,4,2,1,0,0,259,14,0,2,1.60618895814738,-1.01889481951926,-0.835587307759268
"198",3,2,"exclosure",2010,11,4,2,2,0,0,0,36,0,2,-0.625284112245575,-0.726729301340324,-0.835587307759268
"199",3,2,"exclosure",2012,11,4,3,2,0,0,0,82,0,2,-0.625284112245575,-0.115837763329812,-0.835587307759268
"200",3,2,"exclosure",2013,11,4,3,5,0,0,37,126,0,2,-0.306502245046582,0.468493273028068,-0.835587307759268
"201",3,2,"exclosure",2014,11,4,3,4,0,0,154,110,0,2,0.701537713393479,0.256009259807021,-0.835587307759268
"202",3,2,"exclosure",1995,12,1,2,3,0,0,0,88,216,2,-0.625284112245575,-0.0361562583719195,0.547903732763427
"203",3,2,"exclosure",2006,12,1,2,3,0,0,510,93,0,2,3.76873621941623,0.0302449957596578,-0.835587307759268
"204",4,3,"control",2007,2,1,2,1,0,0,113,50,104,1,0.348292941632432,-0.540805789771907,-0.169461991952044
"205",4,3,"control",2007,3,2,2,3,0,0,67,105,224,1,-0.0480304608311816,0.189608005675443,0.599144141671675
"206",4,3,"control",2008,3,2,2,1,0,0,35,33,322,1,-0.323733697327608,-0.76657005381927,1.22683915079771
"207",4,3,"control",2014,3,2,3,4,0,0,0,106,633,1,-0.625284112245575,0.202888256501759,3.21881004710585
"208",4,3,"control",1993,4,2,1,1,0,0,0,16,96,1,-0.625284112245575,-0.992334317866633,-0.220702400860292
"209",4,3,"control",1996,4,2,2,1,0,0,0,11,326,1,-0.625284112245575,-1.05873557199821,1.25245935525184
"210",4,3,"control",2000,4,2,2,2,1,0.5,36,56,47,1,-0.315117971187095,-0.461124284814015,-0.534549905423311
"211",4,3,"control",2002,4,2,2,2,0,0,107,34,300,1,0.296598584789352,-0.753289802992955,1.08592802630003
"212",4,3,"control",2004,4,2,2,1,0,0,0,0,0,1,0,0,-0.835587307759268
"213",4,3,"control",2005,4,2,2,2,0,0,0,97,61,1,-0.625284112245575,0.0833659990649197,-0.444879189833877
"214",4,3,"control",2006,4,2,2,2,1,0.5,30,72,189,1,-0.366812328030175,-0.248640271592967,0.37496735269809
"215",4,3,"control",2007,4,2,2,3,0,0,31,93,166,1,-0.358196601889662,0.0302449957596578,0.227651177086878
"216",4,3,"control",2008,4,2,2,1,0,0,32,93,300,1,-0.349580875749148,0.0302449957596578,1.08592802630003
"217",4,3,"control",2009,4,2,2,3,1,0.333333333333333,37,104,150,1,-0.306502245046582,0.176327754849128,0.125170359270382
"218",4,3,"control",2010,4,2,2,2,0,0,0,33,135,1,-0.625284112245575,-0.76657005381927,0.0290945925674167
"219",4,3,"control",2011,4,2,3,3,0,0,0,117,139,1,-0.625284112245575,0.348971015591229,0.0547147970215407
"220",4,3,"control",2012,4,2,3,4,1,0.25,0,165,188,1,-0.625284112245575,0.986423055254372,0.368562301584559
"221",4,3,"control",2013,4,2,3,6,0,0,0,134,233,1,-0.625284112245575,0.574735279638592,0.656789601693454
"222",4,3,"control",2014,4,2,3,5,2,0.4,0,207,326,1,-0.625284112245575,1.54419358995962,1.25245935525184
"223",4,3,"control",1997,5,2,2,1,1,1,0,20,208,1,-0.625284112245575,-0.939213314561371,0.496663323855179
"224",4,3,"control",2002,5,2,2,2,1,0.5,40,39,295.03951957,1,-0.280655066625042,-0.686888548861378,1.05415589559821
"225",4,3,"control",2003,5,2,2,1,0,0,215,102,557,1,1.22709700796479,0.149767253196497,2.7320261624775
"226",4,3,"control",2004,5,2,2,2,2,1,0,54,163,1,-0.625284112245575,-0.487684786466645,0.208436023746285
"227",4,3,"control",2005,5,2,2,2,2,1,0,0,0,1,0,0,-0.835587307759268
