"","period","month","day","year","treatment","plot","stake","species","sex","reprod","age","testes","vagina","pregnant","nipples","lactation","hfl","wgt","tag","note2","note5"
"1696",57,4,28,1982,"control",11,11,"OL","M",NA,NA,"S",NA,NA,NA,NA,19,38,"3453",NA,NA
"1697",57,4,28,1982,"control",11,12,"DS","M","Z",NA,NA,NA,NA,NA,NA,48,56,"3275",NA,NA
"1701",57,4,28,1982,"control",17,17,"PM","M",NA,NA,"S",NA,NA,NA,NA,21,17,"3259",NA,NA
"1703",57,4,28,1982,"control",12,21,"DS","M","Z",NA,NA,NA,NA,NA,NA,52,114,"3276",NA,NA
"1708",57,4,28,1982,"exclosure",21,25,"PF","F","Z",NA,NA,NA,NA,NA,NA,16,9,"14324d",NA,NA
"1717",57,4,28,1982,"control",17,47,"DO","F","Z",NA,NA,NA,NA,NA,NA,34,36,"3261",NA,NA
"1722",57,4,28,1982,"control",22,57,"DS","F","Z",NA,NA,NA,NA,NA,NA,48,NA,"3213",NA,NA
"1724",57,4,28,1982,"exclosure",19,62,"PE","F",NA,NA,NA,NA,"P",NA,NA,20,24,"3264",NA,NA
"1725",57,4,28,1982,"control",17,62,"NA","F",NA,NA,NA,NA,NA,"E",NA,32,146,"3427",NA,NA
"1726",57,4,28,1982,"control",12,64,"PM","F",NA,NA,NA,"S",NA,NA,NA,19,19,"3273",NA,NA
"1735",57,4,29,1982,"exclosure",3,12,"RF","M",NA,NA,"S",NA,NA,NA,NA,17,12,"6011253d",NA,NA
"1736",57,4,29,1982,"control",4,12,"DS","F","Z",NA,NA,NA,NA,NA,NA,50,102,"3358",NA,NA
"1742",57,4,29,1982,"control",2,23,"DS","M","Z",NA,NA,NA,NA,NA,NA,49,74,"3367",NA,NA
"1743",57,4,29,1982,"control",2,25,"DS","F","Z",NA,NA,NA,NA,NA,NA,49,78,"3372",NA,NA
"1744",57,4,29,1982,"exclosure",15,27,"PF","M",NA,NA,"S",NA,NA,NA,NA,17,7,"998",NA,NA
"1745",57,4,29,1982,"exclosure",3,31,"NA","M","Z",NA,NA,NA,NA,NA,NA,33,114,"3357",NA,NA
"1746",57,4,29,1982,"control",4,35,"DM","M",NA,NA,"S",NA,NA,NA,NA,38,44,"4982333d",NA,NA
"1748",57,4,29,1982,"exclosure",15,43,"PE","M","Z",NA,NA,NA,NA,NA,NA,21,12,"3382",NA,NA
"1752",57,4,29,1982,"control",8,51,"DS","F","Z",NA,NA,NA,NA,NA,NA,49,84,"3383",NA,NA
"1753",57,4,29,1982,"exclosure",15,56,"RM","F",NA,NA,NA,NA,"P",NA,NA,17,15,"3997353d",NA,NA
"1755",57,4,29,1982,"exclosure",15,62,"PF","F","Z",NA,NA,NA,NA,NA,NA,16,6,"997",NA,NA
"1756",57,4,29,1982,"control",2,63,"DO","M",NA,NA,"R",NA,NA,NA,NA,36,40,"3359",NA,NA
"1762",57,4,29,1982,"exclosure",15,76,"OT","F",NA,NA,NA,"S",NA,NA,NA,19,26,"3089",NA,NA
"1764",58,5,21,1982,"control",11,12,"DS","F","Z",NA,NA,NA,NA,NA,NA,NA,NA,"3392",NA,NA
"1767",58,5,21,1982,"control",12,16,"NA","M","Z",NA,NA,NA,NA,NA,NA,32,102,"3394",NA,NA
"1769",58,5,21,1982,"control",12,17,"PE","M","Z",NA,NA,NA,NA,NA,NA,21,26,"3271",NA,NA
"1770",58,5,21,1982,"control",22,17,"DS","F","Z",NA,NA,NA,NA,NA,NA,48,110,"3213",NA,NA
"1772",58,5,21,1982,"control",12,23,"SH","M","Z",NA,NA,NA,NA,NA,NA,28,106,"3395",NA,NA
"1775",58,5,21,1982,"control",11,31,"DM","F","Z",NA,NA,NA,NA,NA,NA,34,21,"3389",NA,NA
"1778",58,5,21,1982,"control",17,37,"DO","F","Z",NA,NA,NA,NA,NA,NA,37,40,"3261",NA,NA
"1779",58,5,21,1982,"control",22,41,"DS","F","Z",NA,NA,NA,NA,NA,NA,48,NA,"3307",NA,NA
"1781",58,5,21,1982,"control",17,43,"NA","F",NA,NA,NA,"S",NA,"R",NA,32,152,"3427",NA,NA
"1784",58,5,21,1982,"control",22,46,"DS","M","Z",NA,NA,NA,NA,NA,NA,48,67,"3305",NA,NA
"1785",58,5,21,1982,"control",12,47,"PE","F",NA,NA,NA,"S",NA,NA,NA,20,15,"3267",NA,NA
"1786",58,5,21,1982,"control",22,47,"DS","M","Z",NA,NA,NA,NA,NA,NA,50,72,"3303356d",NA,NA
"1791",58,5,21,1982,"control",22,65,"DS","M","Z",NA,NA,NA,NA,NA,NA,48,65,"3301",NA,NA
"1792",58,5,21,1982,"control",12,71,"DM","F","Z",NA,NA,NA,NA,NA,NA,34,24,"3393",NA,NA
"1801",58,5,22,1982,"control",2,16,"DS","M","Z",NA,NA,NA,NA,NA,NA,52,98,"3367",NA,NA
"1807",58,5,22,1982,"exclosure",3,33,"NA","M","Z",NA,NA,NA,NA,NA,NA,35,136,"3357",NA,NA
"1808",58,5,22,1982,"exclosure",15,42,"PE","M",NA,"J",NA,NA,NA,NA,NA,19,11,"3564",NA,NA
"1813",58,5,22,1982,"control",8,51,"DS","F","Z",NA,NA,NA,NA,NA,NA,49,87,"3383",NA,NA
"1815",58,5,22,1982,"control",2,52,"DO","M",NA,NA,"R",NA,NA,NA,NA,35,41,"3316357d",NA,NA
"1817",58,5,22,1982,"exclosure",15,54,"PE","M",NA,"J",NA,NA,NA,NA,NA,18,10,"3563",NA,NA
"1818",58,5,22,1982,"exclosure",15,62,"PE","F","Z",NA,NA,NA,NA,NA,NA,19,24,"3562",NA,NA
"1822",58,5,22,1982,"exclosure",3,72,"OT","F",NA,NA,NA,"S",NA,NA,NA,19,24,"3327",NA,NA
"1825",58,5,22,1982,"control",14,74,"DM","M",NA,NA,"S",NA,NA,NA,NA,37,52,"2759342d",NA,NA
"1830",59,6,28,1982,"control",4,12,"OL","M",NA,NA,"S",NA,NA,NA,NA,21,44,"3408",NA,NA
"1838",59,6,28,1982,"control",8,25,"DS","M",NA,NA,"S",NA,NA,NA,NA,NA,127,"3195",NA,NA
"1843",59,6,28,1982,"control",8,31,"DS","M","Z",NA,NA,NA,NA,NA,NA,NA,85,"3587",NA,NA
"1845",59,6,28,1982,"exclosure",3,36,"RM","F","Z",NA,NA,NA,NA,NA,NA,17,10,"4996335d",NA,NA
"1846",59,6,28,1982,"control",4,41,"DM","M",NA,NA,"S",NA,NA,NA,NA,37,50,"2665133s",NA,NA
"1849",59,6,28,1982,"control",2,47,"NA","F","Z",NA,NA,NA,NA,NA,NA,30,100,"3573",NA,NA
"1853",59,6,28,1982,"exclosure",3,54,"PF","M","Z",NA,NA,NA,NA,NA,NA,17,8,"1996358d",NA,NA
"1857",59,6,28,1982,"exclosure",15,57,"PE","M",NA,NA,"R",NA,NA,NA,NA,NA,22,"3580",NA,NA
"1858",59,6,28,1982,"control",2,61,"NA","F","Z",NA,NA,NA,NA,NA,NA,33,120,"3574",NA,NA
"1859",59,6,28,1982,"control",14,62,"PE","F",NA,NA,NA,NA,"P",NA,NA,NA,30,"3562",NA,NA
"1860",59,6,28,1982,"control",14,65,"DM","M","Z",NA,NA,NA,NA,NA,NA,NA,26,"3584",NA,NA
"1862",59,6,28,1982,"exclosure",15,67,"NA","F","Z",NA,NA,NA,NA,NA,NA,NA,112,"3582",NA,NA
"1863",59,6,28,1982,"exclosure",15,71,"PF","M",NA,NA,"S",NA,NA,NA,NA,NA,6,"2997294d",NA,NA
"1864",59,6,28,1982,"control",2,72,"DO","M",NA,NA,"S",NA,NA,NA,NA,35,42,"3316357d",NA,NA
"1866",59,6,29,1982,"control",11,12,"DS","F","Z",NA,NA,NA,NA,NA,NA,NA,91,"3599",NA,NA
"1869",59,6,29,1982,"control",17,12,"OT","F",NA,"J",NA,NA,NA,NA,NA,NA,16,"3612",NA,NA
"1876",59,6,29,1982,"control",12,24,"PP","M",NA,NA,"S",NA,NA,NA,NA,NA,20,"7004204d",NA,NA
"1877",59,6,29,1982,"control",12,25,"SH","F","Z",NA,NA,NA,NA,NA,NA,NA,52,"3603",NA,NA
"1879",59,6,29,1982,"control",11,31,"DM","F","Z",NA,NA,NA,NA,NA,NA,36,29,"3798",NA,NA
"1880",59,6,29,1982,"control",11,32,"DS","M","Z",NA,NA,NA,NA,NA,NA,50,92,"3275",NA,NA
"1885",59,6,29,1982,"control",22,44,"DS","M","Z",NA,NA,NA,NA,NA,NA,NA,91,"3303356d",NA,NA
"1888",59,6,29,1982,"control",22,46,"DS","M","Z",NA,NA,NA,NA,NA,NA,NA,90,"3301",NA,NA
"1889",59,6,29,1982,"exclosure",19,47,"RM","M",NA,NA,"S",NA,NA,NA,NA,NA,9,"7010360d",NA,NA
"1890",59,6,29,1982,"control",22,51,"DS","M","Z",NA,NA,NA,NA,NA,NA,NA,91,"3619",NA,NA
"1891",59,6,29,1982,"control",22,53,"DS","F","Z",NA,NA,NA,NA,NA,NA,NA,94,"3307",NA,NA
"1894",59,6,29,1982,"control",22,57,"DS","M","Z",NA,NA,NA,NA,NA,NA,NA,85,"3305",NA,NA
"1895",59,6,29,1982,"control",12,62,"DM","F","Z",NA,NA,NA,NA,NA,NA,NA,33,"3602",NA,NA
"1901",59,6,29,1982,"control",12,67,"DS","M","Z",NA,NA,NA,NA,NA,NA,NA,111,"3263",NA,NA
"1903",59,6,29,1982,"exclosure",21,71,"PF","M",NA,NA,"S",NA,NA,NA,NA,NA,7,"1995361d",NA,NA
"1905",59,6,29,1982,"control",11,73,"DS","M","Z",NA,NA,NA,NA,NA,NA,49,96,"3593363d",NA,NA
"1906",59,6,29,1982,"control",12,73,"DM","F","Z",NA,NA,NA,NA,NA,NA,NA,44,"3601",NA,NA
"1907",59,6,29,1982,"exclosure",19,74,"PM","F",NA,NA,NA,NA,"P",NA,NA,NA,34,"3606",NA,NA
"1908",59,6,29,1982,"control",11,75,"DS","M","Z",NA,NA,NA,NA,NA,NA,49,90,"3595",NA,NA
"1912",60,7,25,1982,"exclosure",3,13,"PE","F","Z",NA,NA,NA,NA,NA,NA,NA,16,"3627",NA,NA
"1914",60,7,25,1982,"control",8,15,"OL","F","Z",NA,NA,NA,NA,NA,NA,NA,34,"3648",NA,NA
"1915",60,7,25,1982,"control",2,16,"OT","F",NA,NA,NA,NA,"P",NA,NA,NA,27,"3327",NA,NA
"1918",60,7,25,1982,"control",2,21,"NA","M","Z",NA,NA,NA,NA,NA,NA,NA,219,"2006",NA,NA
"1919",60,7,25,1982,"control",4,23,"PF","M",NA,NA,"S",NA,NA,NA,NA,NA,6,"4997",NA,NA
"1920",60,7,25,1982,"control",4,33,"DM","M",NA,NA,"S",NA,NA,NA,NA,NA,51,"2665133s",NA,NA
"1925",60,7,25,1982,"control",8,37,"DM","F","Z",NA,NA,NA,NA,NA,NA,NA,32,"3652",NA,NA
"1926",60,7,25,1982,"exclosure",3,43,"PF","F","Z",NA,NA,NA,NA,NA,NA,NA,6,"3997354d",NA,NA
"1930",60,7,25,1982,"control",8,53,"DS","M","Z",NA,NA,NA,NA,NA,NA,NA,98,"3587",NA,NA
"1931",60,7,25,1982,"exclosure",3,55,"PF","M","Z",NA,NA,NA,NA,NA,NA,NA,8,"1996358d",NA,NA
"1934",60,7,25,1982,"control",2,61,"DO","M",NA,NA,"S",NA,NA,NA,NA,NA,46,"3316357d",NA,NA
"1944",60,7,26,1982,"control",14,17,"DS","M","Z",NA,NA,NA,NA,NA,NA,NA,90,"3670",NA,NA
"1947",60,7,26,1982,"exclosure",15,22,"PM","F","Z",NA,NA,NA,NA,NA,NA,NA,22,"3667",NA,NA
"1948",60,7,26,1982,"control",17,27,"DM","F","Z",NA,NA,NA,NA,NA,NA,NA,28,"3666",NA,NA
"1949",60,7,26,1982,"control",11,31,"DM","F","Z",NA,NA,NA,NA,NA,NA,NA,34,"3651364d",NA,NA
"1953",60,7,26,1982,"control",14,37,"PF","M","Z",NA,NA,NA,NA,NA,NA,NA,5,"3998",NA,NA
"1959",60,7,26,1982,"control",12,51,"DM","F","Z",NA,NA,NA,NA,NA,NA,NA,21,"3658",NA,NA
"1960",60,7,26,1982,"exclosure",15,52,"PF","F","Z",NA,NA,NA,NA,NA,NA,NA,6,"2998292d",NA,NA
"1963",60,7,26,1982,"control",11,57,"DM","F",NA,"J",NA,NA,NA,NA,NA,NA,22,"3649",NA,NA
"1964",60,7,26,1982,"control",14,57,"DM","M","Z",NA,NA,NA,NA,NA,NA,NA,21,"3669",NA,NA
"1965",60,7,26,1982,"control",12,61,"OT","M","Z",NA,NA,NA,NA,NA,NA,NA,23,"3657",NA,NA
"1968",60,7,26,1982,"control",12,63,"DM","M","Z",NA,NA,NA,NA,NA,NA,NA,33,"3656",NA,NA
"1969",60,7,26,1982,"control",14,64,"DM","M",NA,"J",NA,NA,NA,NA,NA,NA,21,"3668365d",NA,NA
"1970",60,7,26,1982,"control",12,65,"DS","M","Z",NA,NA,NA,NA,NA,NA,NA,115,"3263",NA,NA
"1971",60,7,26,1982,"control",17,65,"DO","F","Z",NA,NA,NA,NA,NA,NA,NA,24,"3665",NA,NA
"1974",60,7,26,1982,"control",11,71,"DS","M","Z",NA,NA,NA,NA,NA,NA,NA,105,"3593363d",NA,NA
"1976",60,7,26,1982,"exclosure",15,73,"PF","M","Z",NA,NA,NA,NA,NA,NA,NA,6,"2997294d",NA,NA
"1977",60,7,26,1982,"control",11,74,"NA","F","Z",NA,NA,NA,NA,NA,NA,NA,123,"3650",NA,NA
"1978",60,7,26,1982,"control",12,74,"OT","M","Z",NA,NA,NA,NA,NA,NA,NA,23,"3653",NA,NA
"1979",60,7,26,1982,"control",11,75,"DS","M","Z",NA,NA,NA,NA,NA,NA,NA,98,"3595",NA,NA
"1983",60,7,27,1982,"exclosure",21,25,"RM","F","Z",NA,NA,NA,NA,NA,NA,NA,11,"3676",NA,NA
"1984",60,7,27,1982,"control",22,31,"DS","M","Z",NA,NA,NA,NA,NA,NA,NA,97,"3619",NA,NA
"1988",60,7,27,1982,"exclosure",19,42,"PM","F",NA,NA,NA,NA,"P",NA,NA,NA,25,"3473",NA,NA
"1989",60,7,27,1982,"exclosure",19,44,"PF","F","Z",NA,NA,NA,NA,NA,NA,NA,6,"8600366d",NA,NA
"1990",60,7,27,1982,"control",22,45,"DS","M","Z",NA,NA,NA,NA,NA,NA,NA,99,"3303356d",NA,NA
"1992",60,7,27,1982,"exclosure",19,52,"PF","M",NA,NA,"S",NA,NA,NA,NA,NA,7,"8601369d",NA,NA
"1993",60,7,27,1982,"control",22,52,"DS","F","Z",NA,NA,NA,NA,NA,NA,NA,98,"3307",NA,NA
"1994",60,7,27,1982,"exclosure",19,56,"PE","M",NA,NA,"M",NA,NA,NA,NA,NA,NA,"3674",NA,NA
"2000",61,8,15,1982,"control",11,11,"DM","F","Z",NA,NA,NA,NA,NA,NA,36,33,"3651364d",NA,NA
"2001",61,8,15,1982,"exclosure",19,11,"PM","F","Z",NA,NA,NA,NA,NA,NA,20,18,"3663",NA,NA
"2007",61,8,15,1982,"control",17,25,"PF","F","Z",NA,NA,NA,NA,NA,NA,16,6,"8602371d",NA,NA
"2008",61,8,15,1982,"control",22,26,"PF","F","Z",NA,NA,NA,NA,NA,NA,15,7,"8604372d",NA,NA
"2011",61,8,15,1982,"control",11,31,"DS","M","Z",NA,NA,NA,NA,NA,NA,51,98,"3593363d",NA,NA
"2018",61,8,15,1982,"control",11,37,"DM","F","Z",NA,NA,NA,NA,NA,NA,34,28,"3649",NA,NA
"2019",61,8,15,1982,"control",22,37,"DS","M","Z",NA,NA,NA,NA,NA,NA,51,105,"3303356d",NA,NA
"2020",61,8,15,1982,"control",12,43,"DM","M",NA,"J",NA,NA,NA,NA,NA,34,29,"3163373d",NA,NA
"2021",61,8,15,1982,"control",12,45,"OL","M",NA,NA,"S",NA,NA,NA,NA,22,34,"3243",NA,NA
"2026",61,8,15,1982,"exclosure",21,51,"PF","F","Z",NA,NA,NA,NA,NA,NA,15,7,"8612374d",NA,NA
"2028",61,8,15,1982,"control",22,53,"DS","M","Z",NA,NA,NA,NA,NA,NA,49,105,"3619",NA,NA
"2029",61,8,15,1982,"exclosure",21,54,"OT","F","Z",NA,NA,NA,NA,NA,NA,20,26,"3612",NA,NA
"2031",61,8,15,1982,"control",17,55,"DO","F",NA,NA,NA,"S",NA,NA,NA,34,30,"3665",NA,NA
"2033",61,8,15,1982,"control",12,62,"DM","F","Z",NA,NA,NA,NA,NA,NA,34,27,"3658",NA,NA
"2041",61,8,15,1982,"control",11,74,"DS","M","Z",NA,NA,NA,NA,NA,NA,49,94,"3595",NA,NA
"2043",61,8,15,1982,"exclosure",19,74,"PM","F","Z",NA,NA,NA,NA,NA,NA,21,27,"3673",NA,NA
"2044",61,8,15,1982,"control",12,76,"DS","M","Z",NA,NA,NA,NA,NA,NA,54,112,"3268",NA,NA
"2045",61,8,15,1982,"control",12,77,"DM","M","Z",NA,NA,NA,NA,NA,NA,36,37,"3656",NA,NA
"2046",61,8,15,1982,"control",22,77,"PF","M","Z",NA,NA,NA,NA,NA,NA,15,6,"8610378d",NA,NA
"2048",61,8,16,1982,"control",4,12,"PF","M",NA,NA,"S",NA,NA,NA,NA,15,6,"4997",NA,NA
"2051",61,8,16,1982,"exclosure",3,14,"PE","F","Z",NA,NA,NA,NA,NA,NA,19,16,"3628",NA,NA
"2056",61,8,16,1982,"control",8,17,"PM","F","Z",NA,NA,NA,NA,NA,NA,20,23,"3667",NA,NA
"2058",61,8,16,1982,"control",4,22,"DM","M",NA,NA,"S",NA,NA,NA,NA,37,50,"2665133s",NA,NA
"2060",61,8,16,1982,"control",4,23,"DM","F","Z",NA,NA,NA,NA,NA,NA,34,29,"3155379d",NA,NA
"2064",61,8,16,1982,"control",8,27,"PE","F",NA,NA,NA,NA,"P",NA,NA,19,21,"3588",NA,NA
"2066",61,8,16,1982,"exclosure",15,31,"PF","M","Z",NA,NA,NA,NA,NA,NA,16,5,"8502380d",NA,NA
"2068",61,8,16,1982,"control",2,35,"PF","F","Z",NA,NA,NA,NA,NA,NA,15,5,"8614382d",NA,NA
"2070",61,8,16,1982,"control",14,36,"PF","M","Z",NA,NA,NA,NA,NA,NA,14,5,"3998",NA,NA
"2074",61,8,16,1982,"control",8,44,"DM","F","Z",NA,NA,NA,NA,NA,NA,35,32,"3652",NA,NA
"2075",61,8,16,1982,"control",14,44,"DM","M","Z",NA,NA,NA,NA,NA,NA,34,28,"3669",NA,NA
"2080",61,8,16,1982,"control",2,47,"NA","F","Z",NA,NA,NA,NA,NA,NA,31,112,"3573",NA,NA
"2081",61,8,16,1982,"exclosure",3,51,"RM","F",NA,NA,NA,NA,"P",NA,NA,16,14,"4996335d",NA,NA
"2083",61,8,16,1982,"control",14,52,"DM","M",NA,NA,"M",NA,NA,NA,NA,34,31,"3668365d",NA,NA
"2085",61,8,16,1982,"exclosure",3,56,"PF","M",NA,NA,"S",NA,NA,NA,NA,16,7,"8501384d",NA,NA
"2087",61,8,16,1982,"exclosure",15,57,"NA","F","Z",NA,NA,NA,NA,NA,NA,30,137,"3582",NA,NA
"2088",61,8,16,1982,"control",8,62,"DS","M","Z",NA,NA,NA,NA,NA,NA,50,103,"3587",NA,NA
"2097",61,8,16,1982,"control",2,73,"DO","M",NA,NA,"S",NA,NA,NA,NA,35,NA,"3316357d",NA,NA
"2100",62,9,18,1982,"control",2,15,"PF","F","Z",NA,NA,NA,NA,NA,NA,17,6,"8504385d",NA,NA
"2103",62,9,18,1982,"control",11,21,"DM","F","Z",NA,NA,NA,NA,NA,NA,35,34,"3651364d",NA,NA
"2107",62,9,18,1982,"control",14,22,"DM","M","Z",NA,NA,NA,NA,NA,NA,35,37,"3668365d",NA,NA
"2112",62,9,18,1982,"control",4,27,"DM","F","Z",NA,NA,NA,NA,NA,NA,36,34,"3155379d",NA,NA
"2115",62,9,18,1982,"control",11,31,"DS","M","Z",NA,NA,NA,NA,NA,NA,51,105,"3593363d",NA,NA
"2117",62,9,18,1982,"control",4,34,"DM","M",NA,NA,"S",NA,NA,NA,NA,46,47,"2665133s",NA,NA
"2119",62,9,18,1982,"control",4,37,"OT","F",NA,NA,NA,"S",NA,NA,NA,21,28,"3101",NA,NA
"2121",62,9,18,1982,"control",8,37,"DM","F","Z",NA,NA,NA,NA,NA,NA,35,33,"3652",NA,NA
"2122",62,9,18,1982,"control",2,41,"DM","F","Z",NA,NA,NA,NA,NA,NA,34,33,"3099",NA,NA
"2129",62,9,18,1982,"control",4,45,"DM","M",NA,NA,"S",NA,NA,NA,NA,37,48,"3141",NA,NA
"2135",62,9,18,1982,"control",8,61,"DS","M","Z",NA,NA,NA,NA,NA,NA,49,116,"2587",NA,NA
"2145",62,9,18,1982,"control",12,72,"DM","M","Z",NA,NA,NA,NA,NA,NA,35,36,"3163373d",NA,NA
"2146",62,9,18,1982,"control",2,74,"DO","M",NA,NA,"S",NA,NA,NA,NA,34,47,"3316357d",NA,NA
"2148",62,9,18,1982,"control",14,76,"OL","M","Z",NA,NA,NA,NA,NA,NA,19,15,"3521",NA,NA
"2152",62,9,19,1982,"control",17,16,"DM","F","Z",NA,NA,NA,NA,NA,NA,36,28,"3235",NA,NA
"2157",62,9,19,1982,"control",22,32,"OL","M","Z",NA,NA,NA,NA,NA,NA,20,26,"2798",NA,NA
"2158",62,9,19,1982,"control",22,33,"PF","F","Z",NA,NA,NA,NA,NA,NA,15,6,"8604372d",NA,NA
"2161",62,9,19,1982,"control",22,37,"DO","F","Z",NA,NA,NA,NA,NA,NA,36,52,"3534",NA,NA
"2162",62,9,19,1982,"exclosure",21,43,"PF","F","Z",NA,NA,NA,NA,NA,NA,16,6,"8612374d",NA,NA
"2165",62,9,19,1982,"control",22,61,"PF","F","Z",NA,NA,NA,NA,NA,NA,15,7,"8503",NA,NA
"2167",62,9,19,1982,"exclosure",19,66,"PM","M",NA,NA,NA,NA,NA,NA,NA,21,23,"3529",NA,NA
"2169",62,9,19,1982,"exclosure",19,74,"PF","M",NA,NA,"S",NA,NA,NA,NA,16,7,"8601369d",NA,NA
"2170",62,9,19,1982,"control",22,77,"DS","M",NA,NA,"S",NA,NA,NA,NA,51,120,"3303356d",NA,NA
"2172",63,11,21,1982,"exclosure",19,11,"OT","M","Z",NA,NA,NA,NA,NA,NA,21,24,"3464",NA,NA
"2178",63,11,21,1982,"exclosure",21,16,"PF","F","Z",NA,NA,NA,NA,NA,NA,16,5,"8704387d",NA,NA
"2179",63,11,21,1982,"control",22,17,"OL","M","Z",NA,NA,NA,NA,NA,NA,21,31,"3866",NA,NA
"2180",63,11,21,1982,"exclosure",21,17,"RM","F","Z",NA,NA,NA,NA,NA,NA,15,10,"1002180",NA,NA
"2181",63,11,21,1982,"control",14,22,"DM","M","Z",NA,NA,NA,NA,NA,NA,34,39,"3668365d",NA,NA
"2182",63,11,21,1982,"exclosure",15,22,"PE","F","Z",NA,NA,NA,NA,NA,NA,21,24,"3384352d",NA,NA
"2183",63,11,21,1982,"control",14,24,"RM","M","Z",NA,NA,NA,NA,NA,NA,16,10,"8601370d",NA,NA
"2184",63,11,21,1982,"control",14,26,"DM","M","Z",NA,NA,NA,NA,NA,NA,33,41,"3925",NA,NA
"2185",63,11,21,1982,"control",17,26,"OT","M","Z",NA,NA,NA,NA,NA,NA,19,26,"3923",NA,NA
"2187",63,11,21,1982,"exclosure",19,31,"PM","M",NA,NA,"S",NA,NA,NA,NA,20,22,"3529",NA,NA
"2192",63,11,21,1982,"control",14,35,"OT","M","Z",NA,NA,NA,NA,NA,NA,21,31,"3521",NA,NA
"2195",63,11,21,1982,"control",22,37,"DM","F","Z",NA,NA,NA,NA,NA,NA,36,38,"3810",NA,NA
"2199",63,11,21,1982,"exclosure",21,51,"PF","M","Z",NA,NA,NA,NA,NA,NA,17,6,"8712390d",NA,NA
"2208",63,11,21,1982,"control",17,63,"DM","F","Z",NA,NA,NA,NA,NA,NA,34,32,"3989",NA,NA
"2209",63,11,21,1982,"control",22,66,"DS","M",NA,NA,"S",NA,NA,NA,NA,49,124,"3812",NA,NA
"2214",63,11,21,1982,"exclosure",19,76,"PM","F","Z",NA,NA,NA,NA,NA,NA,19,15,"3922",NA,NA
"2216",63,11,21,1982,"exclosure",15,77,"RF","M","Z",NA,NA,NA,NA,NA,NA,16,11,"8603375d",NA,NA
"2218",63,11,22,1982,"control",4,11,"DM","M",NA,NA,"S",NA,NA,NA,NA,34,50,"2665133s",NA,NA
"2219",63,11,22,1982,"control",11,11,"PF","F","Z",NA,NA,NA,NA,NA,NA,16,6,"7603396d",NA,NA
"2221",63,11,22,1982,"control",4,12,"PF","M","Z",NA,NA,NA,NA,NA,NA,14,6,"1002221",NA,NA
"2224",63,11,22,1982,"control",4,15,"DM","F","Z",NA,NA,NA,NA,NA,NA,34,36,"3155379d",NA,NA
"2225",63,11,22,1982,"control",11,15,"DO","F","Z",NA,NA,NA,NA,NA,NA,35,38,"3972",NA,NA
"2227",63,11,22,1982,"control",12,17,"NA","F","Z",NA,NA,NA,NA,NA,NA,32,118,"3859",NA,NA
"2230",63,11,22,1982,"control",11,22,"DM","F","Z",NA,NA,NA,NA,NA,NA,36,33,"3651364d",NA,NA
"2239",63,11,22,1982,"control",12,37,"DO","M",NA,NA,"S",NA,NA,NA,NA,35,48,"3997355d",NA,NA
"2241",63,11,22,1982,"exclosure",3,43,"RM","F","Z",NA,NA,NA,NA,NA,NA,17,11,"8500383d",NA,NA
"2243",63,11,22,1982,"control",2,44,"DM","F","Z",NA,NA,NA,NA,NA,NA,33,37,"3913",NA,NA
"2245",63,11,22,1982,"exclosure",3,47,"PF","F","Z",NA,NA,NA,NA,NA,NA,16,4,"7600401d",NA,NA
"2247",63,11,22,1982,"control",12,47,"OL","M","Z",NA,NA,NA,NA,NA,NA,21,39,"3986",NA,NA
"2249",63,11,22,1982,"control",4,51,"DM","M",NA,NA,"R",NA,NA,NA,NA,36,44,"1002249",NA,NA
"2250",63,11,22,1982,"control",12,51,"PE","M","Z",NA,NA,NA,NA,NA,NA,19,17,"3869",NA,NA
"2253",63,11,22,1982,"control",4,53,"PF","M","Z",NA,NA,NA,NA,NA,NA,15,7,"6504403d",NA,NA
"2254",63,11,22,1982,"control",8,53,"DS","F","Z",NA,NA,NA,NA,NA,NA,49,111,"3862",NA,NA
"2257",63,11,22,1982,"control",12,61,"DM","M","Z",NA,NA,NA,NA,NA,NA,37,38,"3163373d",NA,NA
"2258",63,11,22,1982,"control",12,62,"PF","F","Z",NA,NA,NA,NA,NA,NA,16,7,"7601406d",NA,NA
"2263",63,11,22,1982,"control",2,67,"DO","F","Z",NA,NA,NA,NA,NA,NA,35,45,"3912408d",NA,NA
"2265",63,11,22,1982,"control",2,71,"DO","F","Z",NA,NA,NA,NA,NA,NA,36,43,"3911",NA,NA
"2270",63,11,22,1982,"control",12,75,"DS","F","Z",NA,NA,NA,NA,NA,NA,48,102,"3165412d",NA,NA
"2273",64,1,12,1983,"control",12,11,"DO","M","Z",NA,NA,NA,NA,NA,NA,35,48,"3997355d",NA,NA
"2274",64,1,12,1983,"control",22,14,"DM","F","Z",NA,NA,NA,NA,NA,NA,36,36,"3810",NA,NA
"2275",64,1,12,1983,"exclosure",21,14,"PM","F","Z",NA,NA,NA,NA,NA,NA,21,19,"3874",NA,NA
"2277",64,1,12,1983,"control",12,17,"DM","F","Z",NA,NA,NA,NA,NA,NA,35,38,"3466",NA,NA
"2279",64,1,12,1983,"control",11,22,"DM","F","Z",NA,NA,NA,NA,NA,NA,37,31,"3651364d",NA,NA
"2281",64,1,12,1983,"exclosure",21,23,"PM","F",NA,NA,NA,"S",NA,NA,NA,21,23,"3875",NA,NA
