"","period","month","day","year","treatment","plot","stake","species","sex","reprod","age","testes","vagina","pregnant","nipples","lactation","hfl","wgt","tag","note2","note5"
"1",19,1,28,1979,"control",22,11,"DM","F","Z",NA,NA,NA,NA,NA,NA,37,37,"1630",NA,NA
"8",19,1,28,1979,"control",11,27,"DO","M",NA,NA,"S",NA,NA,NA,NA,34,52,"1577103d",NA,NA
"9",19,1,28,1979,"control",22,31,"OL","M","Z",NA,NA,NA,NA,NA,NA,19,35,"1584",NA,NA
"11",19,1,28,1979,"control",22,71,"DM","M","Z",NA,NA,NA,NA,NA,NA,38,47,"1624",NA,NA
"12",19,1,28,1979,"control",11,74,"OL","M","Z",NA,NA,NA,NA,NA,NA,21,35,"1617",NA,NA
"16",19,1,29,1979,"control",2,33,"DM","F","Z",NA,NA,NA,NA,NA,NA,38,42,"1689",NA,NA
"17",19,1,29,1979,"control",2,41,"OT","M","Z",NA,NA,NA,NA,NA,NA,NA,30,"1676",NA,NA
"18",19,1,29,1979,"exclosure",3,41,"OT","F","Z",NA,NA,NA,NA,NA,NA,NA,27,"1649",NA,NA
"19",19,1,29,1979,"control",4,45,"DS","M","Z",NA,NA,NA,NA,NA,NA,NA,126,"1580104d",NA,NA
"20",19,1,29,1979,"control",2,61,"OT","M",NA,NA,"S",NA,NA,NA,NA,NA,26,"1094",NA,NA
"21",19,1,29,1979,"control",4,61,"DM","F","Z",NA,NA,NA,NA,NA,NA,NA,42,"1682",NA,NA
"23",19,1,29,1979,"control",4,65,"DM","M",NA,NA,NA,NA,NA,NA,NA,NA,44,"4641",NA,NA
"25",19,1,29,1979,"control",2,71,"PE","M","Z",NA,NA,NA,NA,NA,NA,NA,26,"1539106d",NA,NA
"27",19,1,29,1979,"control",2,76,"DM","F","Z",NA,NA,NA,NA,NA,NA,NA,43,"4823",NA,NA
"28",20,2,24,1979,"control",22,11,"OL","F","Z",NA,NA,NA,NA,NA,NA,20,40,"1639",NA,NA
"29",20,2,24,1979,"control",22,21,"DM","M","Z",NA,NA,NA,NA,NA,NA,36,50,"1661",NA,NA
"30",20,2,24,1979,"control",22,22,"DM","M","Z",NA,NA,NA,NA,NA,NA,36,47,"1624",NA,NA
"31",20,2,24,1979,"control",22,33,"DM","F","Z",NA,NA,NA,NA,NA,NA,36,44,"1587",NA,NA
"32",20,2,24,1979,"control",8,34,"OL","F","Z",NA,NA,NA,NA,NA,NA,21,32,"1597108d",NA,NA
"33",20,2,24,1979,"control",11,35,"DM","M","Z",NA,NA,NA,NA,NA,NA,37,48,"1594",NA,NA
"34",20,2,24,1979,"control",12,35,"DS","F","Z",NA,NA,NA,NA,NA,NA,52,123,"4535",NA,NA
"35",20,2,24,1979,"control",11,36,"OL","M","Z",NA,NA,NA,NA,NA,NA,21,36,"1601110d",NA,NA
"36",20,2,24,1979,"control",8,37,"DS","M","Z",NA,NA,NA,NA,NA,NA,52,109,"1000036",NA,NA
"37",20,2,24,1979,"control",22,42,"DM","M",NA,NA,"S",NA,NA,NA,NA,35,46,"1598112d",NA,NA
"40",20,2,24,1979,"control",22,53,"DS","F","Z",NA,NA,NA,NA,NA,NA,52,127,"4500",NA,NA
"41",20,2,24,1979,"control",17,54,"DO","F",NA,NA,NA,"P",NA,NA,NA,34,48,"1000041",NA,NA
"42",20,2,24,1979,"control",17,55,"DS","F","Z",NA,NA,NA,NA,NA,NA,50,125,"4880114d",NA,NA
"44",20,2,24,1979,"control",22,67,"DM","M","Z",NA,NA,NA,NA,NA,NA,37,45,"1602",NA,NA
"46",20,2,25,1979,"control",2,11,"DM","F","Z",NA,NA,NA,NA,NA,NA,37,44,"1615",NA,NA
"47",20,2,25,1979,"exclosure",3,21,"OT","M",NA,NA,"S",NA,NA,NA,NA,21,26,"1535115d",NA,NA
"48",20,2,25,1979,"control",2,22,"OL","F","Z",NA,NA,NA,NA,NA,NA,20,30,"1605",NA,NA
"50",20,2,25,1979,"exclosure",3,33,"OT","F","Z",NA,NA,NA,NA,NA,NA,20,30,"1649",NA,NA
"52",20,2,25,1979,"exclosure",15,56,"PM","F",NA,NA,NA,NA,"P",NA,NA,19,24,"1607",NA,NA
"53",20,2,25,1979,"control",4,57,"DS","M","Z",NA,NA,NA,NA,NA,NA,49,130,"1580104d",NA,NA
"55",20,2,25,1979,"control",2,63,"DM","F",NA,NA,NA,NA,NA,"E",NA,35,44,"4823",NA,NA
"56",20,2,25,1979,"control",4,65,"DM","M","Z",NA,NA,NA,NA,NA,NA,35,46,"4641",NA,NA
"57",20,2,25,1979,"control",4,72,"DM","F","Z",NA,NA,NA,NA,NA,NA,35,39,"1682",NA,NA
"58",20,2,25,1979,"control",14,72,"DM","M","Z",NA,NA,NA,NA,NA,NA,36,40,"1608",NA,NA
"60",21,3,31,1979,"control",12,12,"DS","M","Z",NA,NA,NA,NA,NA,NA,51,86,"1663",NA,NA
"61",21,3,31,1979,"control",4,14,"DM","F",NA,"J",NA,NA,NA,NA,NA,34,23,"1685",NA,NA
"62",21,3,31,1979,"control",2,15,"DS","F",NA,NA,NA,"S",NA,NA,NA,48,82,"1669",NA,NA
"63",21,3,31,1979,"control",17,16,"PE","M","Z",NA,NA,NA,NA,NA,NA,20,23,"1506117d",NA,NA
"64",21,3,31,1979,"control",2,17,"DM","M",NA,NA,"S",NA,NA,NA,NA,36,54,"1670",NA,NA
"67",21,3,31,1979,"control",22,22,"DM","M",NA,NA,"S",NA,NA,NA,NA,37,50,"1624",NA,NA
"68",21,3,31,1979,"control",14,24,"DS","F",NA,NA,NA,"S",NA,NA,NA,47,71,"1678",NA,NA
"70",21,3,31,1979,"control",17,31,"DS","M","Z",NA,NA,NA,NA,NA,NA,51,71,"1653",NA,NA
"71",21,3,31,1979,"control",12,32,"DS","F",NA,NA,NA,NA,"P","R",NA,52,125,"4535",NA,NA
"72",21,3,31,1979,"control",14,33,"DS","F",NA,NA,NA,"S",NA,NA,NA,47,73,"1680",NA,NA
"75",21,3,31,1979,"control",2,52,"DM","M",NA,NA,"S",NA,NA,NA,NA,37,45,"1626",NA,NA
"76",21,3,31,1979,"control",22,52,"DS","F",NA,NA,NA,NA,"P","R",NA,52,144,"4500",NA,NA
"78",21,3,31,1979,"control",17,57,"DO","F","Z",NA,NA,NA,NA,NA,NA,35,49,"1652",NA,NA
"79",21,3,31,1979,"control",2,63,"DM","F","Z",NA,NA,NA,NA,NA,NA,36,46,"4823",NA,NA
"80",21,3,31,1979,"control",17,63,"DS","F","Z",NA,NA,NA,NA,NA,NA,48,129,"4880114d",NA,NA
"81",21,3,31,1979,"control",17,66,"DO","F",NA,NA,NA,NA,NA,"R",NA,34,50,"1000081",NA,NA
"82",21,3,31,1979,"control",11,74,"DS","M","Z",NA,NA,NA,NA,NA,NA,NA,NA,"1656",NA,NA
"84",21,3,31,1979,"control",4,77,"DS","M",NA,NA,"S",NA,NA,NA,NA,51,129,"1580104d",NA,NA
"88",22,4,28,1979,"control",12,13,"DS","F","Z",NA,NA,NA,NA,NA,NA,48,75,"1734",NA,NA
"89",22,4,28,1979,"control",12,14,"DS","F",NA,NA,NA,NA,NA,"E",NA,50,140,"4535",NA,NA
"90",22,4,28,1979,"control",12,23,"NA","F","Z",NA,NA,NA,NA,NA,NA,31,86,"1735",NA,NA
"92",22,4,28,1979,"control",22,41,"DS","F",NA,NA,NA,NA,NA,"E",NA,52,127,"4500",NA,NA
"93",22,4,28,1979,"control",11,44,"DM","F",NA,NA,NA,NA,NA,"E",NA,36,46,"1706",NA,NA
"94",22,4,28,1979,"control",22,46,"DS","M","Z",NA,NA,NA,NA,NA,NA,50,76,"1715",NA,NA
"97",22,4,28,1979,"control",12,62,"DM","M","Z",NA,NA,NA,NA,NA,NA,37,34,"1721121d",NA,NA
"98",22,4,28,1979,"control",17,63,"DS","F",NA,NA,NA,NA,NA,"E",NA,48,119,"4880114d",NA,NA
"99",22,4,28,1979,"control",17,76,"DO","F",NA,NA,NA,NA,"P",NA,NA,34,51,"4423",NA,NA
"100",22,4,29,1979,"control",4,11,"OT","M","Z",NA,NA,NA,NA,NA,NA,18,28,"1738",NA,NA
"101",22,4,29,1979,"control",2,17,"NA","M","Z",NA,NA,NA,NA,NA,NA,33,166,"1742122d",NA,NA
"103",22,4,29,1979,"control",14,33,"DS","M","Z",NA,NA,NA,NA,NA,NA,46,67,"1723126d",NA,NA
"105",22,4,29,1979,"exclosure",15,41,"PM","M","Z",NA,NA,NA,NA,NA,NA,22,18,"1741128d",NA,NA
"106",22,4,29,1979,"control",14,43,"DS","M","Z",NA,NA,NA,NA,NA,NA,47,61,"1722",NA,NA
"107",22,4,29,1979,"control",2,52,"DM","M","Z",NA,NA,NA,NA,NA,NA,39,43,"1626",NA,NA
"112",22,4,29,1979,"control",4,77,"NA","M","Z",NA,NA,NA,NA,NA,NA,32,101,"1720",NA,NA
"113",23,5,29,1979,"control",12,17,"NA","M",NA,"J",NA,NA,NA,NA,NA,27,66,"1781",NA,NA
"115",23,5,29,1979,"control",12,23,"NA","M",NA,"J",NA,NA,NA,NA,NA,30,72,"1780",NA,NA
"117",23,5,29,1979,"control",22,26,"DS","M","Z",NA,NA,NA,NA,NA,NA,49,96,"1715",NA,NA
"118",23,5,29,1979,"control",17,31,"DS","F",NA,NA,NA,"S",NA,NA,NA,49,73,"1796131d",NA,NA
"119",23,5,29,1979,"control",22,31,"DM","F",NA,NA,NA,"S",NA,NA,NA,37,47,"1774132d",NA,NA
"120",23,5,29,1979,"control",12,34,"DM","M",NA,NA,"S",NA,NA,NA,NA,37,43,"1721121d",NA,NA
"122",23,5,29,1979,"control",22,37,"DS","M","Z",NA,NA,NA,NA,NA,NA,43,62,"1785",NA,NA
"123",23,5,29,1979,"control",17,43,"DS","F",NA,NA,NA,NA,NA,"E",NA,47,119,"4880114d",NA,NA
"125",23,5,29,1979,"control",12,51,"NA","M",NA,"J",NA,NA,NA,NA,NA,29,70,"1784",NA,NA
"127",23,5,29,1979,"control",22,53,"DS","F","Z",NA,NA,NA,NA,NA,NA,47,60,"1775138d",NA,NA
"130",23,5,29,1979,"control",12,67,"DO","M",NA,NA,"S",NA,NA,NA,NA,34,41,"1772",NA,NA
"131",23,5,29,1979,"control",22,67,"DS","F","Z",NA,NA,NA,NA,NA,NA,45,47,"1788",NA,NA
"134",23,5,30,1979,"control",2,16,"NA","M",NA,NA,"S",NA,NA,NA,NA,32,184,"1742122d",NA,NA
"136",23,5,30,1979,"exclosure",15,27,"OT","F",NA,"J",NA,NA,NA,NA,NA,18,15,"1753",NA,NA
"138",23,5,30,1979,"control",14,37,"DM","F",NA,"J",NA,NA,NA,NA,NA,33,20,"1749",NA,NA
"143",23,5,30,1979,"control",14,66,"DS","M","Z",NA,NA,NA,NA,NA,NA,49,93,"1723126d",NA,NA
"146",23,5,30,1979,"control",2,71,"DM","F",NA,NA,NA,NA,"P",NA,NA,36,53,"1629",NA,NA
"147",23,5,30,1979,"control",2,72,"DM","M",NA,NA,"S",NA,NA,NA,NA,37,45,"1626",NA,NA
"150",24,7,3,1979,"exclosure",21,13,"OT","F",NA,"J",NA,NA,NA,NA,NA,21,18,"1764",NA,NA
"158",24,7,3,1979,"control",12,61,"DM","M","Z",NA,NA,NA,NA,NA,NA,36,44,"1721121d",NA,NA
"162",24,7,3,1979,"control",11,76,"DM","F",NA,"J",NA,NA,NA,NA,NA,33,32,"1760142d",NA,NA
"163",24,7,3,1979,"control",17,77,"DM","M",NA,NA,"S",NA,NA,NA,NA,36,48,"1799143d",NA,NA
"165",24,7,4,1979,"control",2,14,"NA","M","Z",NA,NA,NA,NA,NA,NA,32,206,"1742122d",NA,NA
"168",24,7,4,1979,"control",14,35,"DS","F",NA,"J",NA,NA,NA,NA,NA,NA,NA,"2007",NA,NA
"171",24,7,4,1979,"control",14,55,"DS","M",NA,"J",NA,NA,NA,NA,NA,49,70,"2009",NA,NA
"175",25,7,24,1979,"exclosure",19,16,"PE","F",NA,NA,NA,NA,"P",NA,NA,19,24,"1690",NA,NA
"176",25,7,24,1979,"control",22,41,"DM","F","Z",NA,NA,NA,NA,NA,NA,35,40,"1774132d",NA,NA
"177",25,7,24,1979,"exclosure",21,62,"PF","M",NA,NA,"S",NA,NA,NA,NA,21,NA,"9103",NA,NA
"178",25,7,24,1979,"control",22,65,"DS","F",NA,"J",NA,NA,NA,NA,NA,47,78,"1691",NA,NA
"179",25,7,25,1979,"control",17,11,"PE","M",NA,"J",NA,NA,NA,NA,NA,18,8,"2051",NA,NA
"180",25,7,25,1979,"control",2,14,"DS","F",NA,"J",NA,NA,NA,NA,NA,50,80,"1696",NA,NA
"181",25,7,25,1979,"control",2,21,"OT","F",NA,NA,NA,NA,"P",NA,NA,19,25,"1000181","*",NA
"182",25,7,25,1979,"control",12,24,"DM","M","Z",NA,NA,NA,NA,NA,NA,37,45,"1721121d",NA,NA
"185",25,7,25,1979,"control",14,32,"NA","M","Z",NA,NA,NA,NA,NA,NA,36,151,"2059",NA,NA
"187",25,7,25,1979,"control",11,37,"DM","M",NA,NA,"S",NA,NA,NA,NA,35,31,"2012",NA,NA
"191",25,7,25,1979,"control",14,52,"DS","F",NA,NA,NA,"S",NA,NA,NA,49,93,"2007",NA,NA
"197",25,7,25,1979,"control",17,77,"OT","F","Z",NA,NA,NA,NA,NA,NA,20,25,"1764",NA,NA
"207",25,7,26,1979,"control",4,76,"DM","F",NA,"J",NA,NA,NA,NA,NA,34,23,"2013",NA,NA
"209",26,8,21,1979,"control",14,47,"DS","M","Z",NA,NA,NA,NA,NA,NA,49,94,"2009",NA,NA
"218",26,8,22,1979,"control",11,17,"OL","M","Z",NA,NA,NA,NA,NA,NA,20,27,"-1100d",NA,NA
"220",26,8,22,1979,"control",12,24,"NA","F",NA,"J",NA,NA,NA,NA,NA,29,72,"2030150d",NA,NA
"221",26,8,22,1979,"control",11,26,"DM","M",NA,NA,"S",NA,NA,NA,NA,34,35,"2012",NA,NA
"223",26,8,22,1979,"control",12,41,"OT","F",NA,"J",NA,NA,NA,NA,NA,20,17,"2029",NA,NA
"228",26,8,22,1979,"control",12,73,"DM","M",NA,NA,"S",NA,NA,NA,NA,35,47,"1721121d",NA,NA
"229",26,8,22,1979,"control",11,77,"DM","F","Z",NA,NA,NA,NA,NA,NA,36,40,"1760142d",NA,NA
"230",26,8,22,1979,"control",17,77,"NA","F","Z",NA,NA,NA,NA,NA,NA,30,105,"2024",NA,NA
"233",26,8,23,1979,"control",2,51,"OT","F","Z",NA,NA,NA,NA,NA,NA,21,27,"1692",NA,NA
"235",26,8,23,1979,"control",2,64,"OT","M","Z",NA,NA,NA,NA,NA,NA,21,20,"2034",NA,NA
"239",27,9,22,1979,"control",22,42,"OT","M",NA,"J",NA,NA,NA,NA,NA,20,31,"2036152d",NA,NA
"247",27,9,22,1979,"control",11,62,"DM","M","Z",NA,NA,NA,NA,NA,NA,39,49,"2056154d",NA,NA
"248",27,9,22,1979,"exclosure",21,72,"PE","F",NA,NA,NA,NA,"P",NA,NA,19,24,"1690",NA,NA
"249",27,9,22,1979,"control",22,73,"OT","M",NA,"J",NA,NA,NA,NA,NA,19,19,"2038",NA,NA
"251",27,9,22,1979,"control",11,76,"DM","F",NA,NA,NA,NA,NA,"B",NA,37,40,"1760142d",NA,NA
"256",27,9,23,1979,"control",2,22,"OT","F","Z",NA,NA,NA,NA,NA,NA,20,23,"2043",NA,NA
"257",27,9,23,1979,"control",2,23,"PF","F","Z",NA,NA,NA,NA,NA,NA,16,7,"101156d",NA,NA
"259",27,9,23,1979,"control",2,34,"OT","F","Z",NA,NA,NA,NA,NA,NA,20,29,"1692",NA,NA
"261",27,9,23,1979,"control",2,55,"DM","F","Z",NA,NA,NA,NA,NA,NA,35,46,"2042",NA,NA
"269",28,10,24,1979,"control",12,16,"NA","F",NA,"J",NA,NA,NA,NA,NA,32,92,"2067",NA,NA
"270",28,10,24,1979,"control",8,17,"DO","M",NA,NA,"S",NA,NA,NA,NA,36,50,"2061",NA,NA
"272",28,10,24,1979,"control",8,27,"DO","F","Z",NA,NA,NA,NA,NA,NA,33,47,"2062161d",NA,NA
"276",28,10,24,1979,"control",11,42,"DM","F",NA,NA,NA,"S",NA,NA,NA,34,28,"2066163d",NA,NA
"277",28,10,24,1979,"control",11,45,"DM","M",NA,"J",NA,NA,NA,NA,NA,35,29,"2065",NA,NA
"278",28,10,24,1979,"exclosure",19,46,"PE","M","Z",NA,NA,NA,NA,NA,NA,19,19,"2070165d",NA,NA
"285",28,10,24,1979,"control",17,66,"NA","M","Z",NA,NA,NA,NA,NA,NA,32,133,"2072",NA,NA
"286",28,10,24,1979,"exclosure",19,67,"OL","M","Z",NA,NA,NA,NA,NA,NA,21,27,"2077167d",NA,NA
"288",28,10,24,1979,"control",11,76,"OT","M","Z",NA,NA,NA,NA,NA,NA,19,18,"2078",NA,NA
"297",28,10,25,1979,"control",2,33,"DM","F","Z",NA,NA,NA,NA,NA,NA,35,35,"2073",NA,NA
"301",28,10,25,1979,"control",2,63,"DM","F",NA,NA,NA,NA,NA,"B",NA,37,47,"2042",NA,NA
"302",28,10,25,1979,"control",2,71,"NA","F","Z",NA,NA,NA,NA,NA,NA,33,274,"2074170d",NA,NA
"305",29,11,17,1979,"exclosure",3,11,"PE","F","Z",NA,NA,NA,NA,NA,NA,19,24,"2099",NA,NA
"306",29,11,17,1979,"control",17,12,"OT","M","Z",NA,NA,NA,NA,NA,NA,18,20,"2078",NA,NA
"307",29,11,17,1979,"control",4,16,"DM","M","Z",NA,NA,NA,NA,NA,NA,36,40,"2097172d",NA,NA
"311",29,11,17,1979,"exclosure",3,23,"PE","M","Z",NA,NA,NA,NA,NA,NA,19,17,"2098",NA,NA
"320",29,11,17,1979,"control",2,43,"PF","F","Z",NA,NA,NA,NA,NA,NA,14,7,"101156d",NA,NA
"329",29,11,17,1979,"control",2,63,"DM","F","Z",NA,NA,NA,NA,NA,NA,36,49,"2042",NA,NA
"331",29,11,17,1979,"control",2,71,"NA","F","Z",NA,NA,NA,NA,NA,NA,30,186,"2074170d",NA,NA
"334",29,11,17,1979,"control",17,77,"NA","M","Z",NA,NA,NA,NA,NA,NA,31,153,"2072",NA,NA
"336",29,11,18,1979,"control",11,14,"DM","M",NA,NA,"R",NA,NA,NA,NA,39,48,"2056154d",NA,NA
"339",29,11,18,1979,"control",8,24,"DO","M",NA,NA,"S",NA,NA,NA,NA,37,50,"2061",NA,NA
"345",29,11,18,1979,"control",11,37,"RM","F","Z",NA,NA,NA,NA,NA,NA,15,9,"7001",NA,NA
"346",29,11,18,1979,"control",11,42,"DM","F","Z",NA,NA,NA,NA,NA,NA,34,39,"2066163d",NA,NA
"348",29,11,18,1979,"control",8,45,"DM","M","Z",NA,NA,NA,NA,NA,NA,34,39,"2128178d",NA,NA
"352",29,11,18,1979,"exclosure",19,73,"PE","M","Z",NA,NA,NA,NA,NA,NA,19,21,"2070165d",NA,NA
"353",29,11,18,1979,"control",11,77,"DM","M","Z",NA,NA,NA,NA,NA,NA,37,36,"2065",NA,NA
"354",30,1,15,1980,"control",8,12,"DO","M","Z",NA,NA,NA,NA,NA,NA,35,53,"2061",NA,NA
"356",30,1,15,1980,"control",11,13,"DM","M","Z",NA,NA,NA,NA,NA,NA,38,37,"2065",NA,NA
"362",30,1,15,1980,"control",11,21,"OL","M","Z",NA,NA,NA,NA,NA,NA,20,29,"2135",NA,NA
"363",30,1,15,1980,"control",17,21,"DM","F",NA,NA,NA,NA,NA,"R",NA,36,49,"1573179d",NA,NA
"364",30,1,15,1980,"control",11,22,"OL","M","Z",NA,NA,NA,NA,NA,NA,21,23,"2136",NA,NA
"365",30,1,15,1980,"control",11,23,"DM","M",NA,NA,"R",NA,NA,NA,NA,38,47,"2056154d",NA,NA
"368",30,1,15,1980,"control",11,27,"DM","M",NA,NA,"S",NA,NA,NA,NA,37,49,"2016",NA,NA
"370",30,1,15,1980,"control",22,33,"DM","F",NA,NA,NA,"P",NA,NA,NA,34,25,"2157",NA,NA
"371",30,1,15,1980,"control",8,41,"DO","F","Z",NA,NA,NA,NA,NA,NA,34,50,"2151",NA,NA
"372",30,1,15,1980,"control",11,42,"DM","M",NA,NA,"R",NA,NA,NA,NA,37,45,"2115",NA,NA
"379",30,1,15,1980,"control",8,56,"DM","M",NA,NA,"S",NA,NA,NA,NA,35,40,"2128178d",NA,NA
"381",30,1,15,1980,"control",12,61,"NA","F","Z",NA,NA,NA,NA,NA,NA,32,114,"2067",NA,NA
"386",30,1,15,1980,"exclosure",19,65,"RM","M","Z",NA,NA,NA,NA,NA,NA,16,9,"5010145d",NA,NA
"387",30,1,15,1980,"exclosure",19,66,"PE","F","Z",NA,NA,NA,NA,NA,NA,20,17,"2101182d",NA,NA
"388",30,1,15,1980,"control",11,67,"DM","M",NA,"J",NA,NA,NA,NA,NA,37,26,"2156",NA,NA
"389",30,1,15,1980,"control",17,73,"OL","M","Z",NA,NA,NA,NA,NA,NA,22,31,"2090",NA,NA
"393",30,1,15,1980,"exclosure",21,76,"PF","F","Z",NA,NA,NA,NA,NA,NA,16,9,"8003184d",NA,NA
"394",30,1,15,1980,"control",17,77,"NA","M","Z",NA,NA,NA,NA,NA,NA,35,187,"2072",NA,NA
"401",30,1,16,1980,"control",2,31,"OL","F","Z",NA,NA,NA,NA,NA,NA,21,38,"2195186d",NA,NA
"404",30,1,16,1980,"control",14,33,"DS","F","Z",NA,NA,NA,NA,NA,NA,47,68,"2175188d",NA,NA
"407",30,1,16,1980,"control",2,53,"OT","F","Z",NA,NA,NA,NA,NA,NA,19,20,"2196",NA,NA
"409",30,1,16,1980,"control",4,55,"DM","F",NA,NA,NA,"S",NA,NA,NA,37,40,"2149",NA,NA
"416",30,1,16,1980,"exclosure",15,74,"PF","F",NA,NA,NA,"S",NA,NA,NA,16,7,"7001",NA,NA
"417",30,1,16,1980,"control",2,75,"NA","F","Z",NA,NA,NA,NA,NA,NA,33,184,"2074170d",NA,NA
"431",31,2,24,1980,"control",11,36,"OL","F","Z",NA,NA,NA,NA,NA,NA,21,32,"2053",NA,NA
"433",31,2,24,1980,"control",8,44,"DM","M","Z",NA,NA,NA,NA,NA,NA,35,43,"2128178d",NA,NA
"435",31,2,24,1980,"exclosure",21,53,"RM","F",NA,NA,NA,NA,NA,"E",NA,14,8,"9001",NA,NA
"438",31,2,24,1980,"exclosure",19,64,"PE","M","Z",NA,NA,NA,NA,NA,NA,20,21,"2210192d",NA,NA
"443",31,2,24,1980,"control",17,72,"OL","M","Z",NA,NA,NA,NA,NA,NA,NA,35,"2090",NA,NA
"444",31,2,24,1980,"control",11,74,"DM","F",NA,NA,NA,"S",NA,NA,NA,34,36,"2104194d",NA,NA
"445",31,2,24,1980,"control",17,74,"DO","F",NA,NA,NA,"S",NA,NA,NA,35,52,"2211195d",NA,NA
"446",31,2,24,1980,"control",12,76,"DM","F",NA,"J",NA,NA,NA,NA,NA,34,23,"2208197d",NA,NA
"447",31,2,24,1980,"control",12,77,"DM","F",NA,"J",NA,NA,NA,NA,NA,35,24,"2209",NA,NA
"461",31,2,25,1980,"control",4,61,"DS","F",NA,NA,NA,NA,NA,"B",NA,50,142,"2710",NA,NA
"463",31,2,25,1980,"exclosure",15,67,"RM","M","Z",NA,NA,NA,NA,NA,NA,15,8,"1000463",NA,NA
"464",31,2,25,1980,"control",2,71,"PE","F","Z",NA,NA,NA,NA,NA,NA,21,21,"2215",NA,NA
"465",31,2,25,1980,"control",2,72,"OL","F","Z",NA,NA,NA,NA,NA,NA,23,41,"2195186d",NA,NA
"469",32,3,21,1980,"control",17,12,"OL","M",NA,NA,"S",NA,NA,NA,NA,NA,35,"2090",NA,NA
"471",32,3,21,1980,"control",12,15,"NA","M",NA,"J",NA,NA,NA,NA,NA,NA,97,"2340",NA,NA
"476",32,3,21,1980,"control",8,34,"DM","M",NA,NA,"S",NA,NA,NA,NA,NA,44,"2128178d",NA,NA
"480",32,3,21,1980,"control",11,43,"DM","F","Z",NA,NA,NA,NA,NA,NA,34,45,"2104194d",NA,NA
"482",32,3,21,1980,"control",12,51,"RM","M",NA,NA,"S",NA,NA,NA,NA,NA,9,"5110147d",NA,NA
"483",32,3,21,1980,"exclosure",21,55,"RM","F",NA,"J",NA,NA,NA,NA,NA,NA,5,"8010",NA,NA
"487",32,3,21,1980,"exclosure",19,63,"RM","M",NA,NA,"S",NA,NA,NA,NA,NA,9,"7100200d",NA,NA
"488",32,3,21,1980,"exclosure",19,67,"PE","F",NA,NA,NA,NA,"P",NA,NA,NA,21,"2101182d",NA,NA
"500",32,3,22,1980,"control",4,24,"DM","M",NA,NA,"R",NA,NA,NA,NA,NA,49,"2097172d",NA,NA
"501",32,3,22,1980,"exclosure",3,26,"PF","M",NA,NA,"S",NA,NA,NA,NA,NA,8,"7012203d",NA,NA
"507",32,3,22,1980,"control",4,51,"DS","M",NA,"J",NA,NA,NA,NA,NA,48,81,"2362",NA,NA
"508",32,3,22,1980,"exclosure",15,55,"DM","M",NA,NA,"S",NA,NA,NA,NA,NA,45,"2110",NA,NA
"511",32,3,22,1980,"control",4,62,"DS","F",NA,NA,NA,"S",NA,NA,NA,NA,78,"2365",NA,NA
"515",32,3,22,1980,"exclosure",15,75,"RM","M","Z",NA,NA,NA,NA,NA,NA,NA,7,"7110",NA,NA
"518",33,4,17,1980,"control",17,22,"OT","M",NA,"J",NA,NA,NA,NA,NA,NA,15,"2422",NA,NA
"519",33,4,17,1980,"exclosure",19,24,"RM","M","Z",NA,NA,NA,NA,NA,NA,NA,10,"7100200d",NA,NA
"523",33,4,17,1980,"control",11,43,"DS","F",NA,NA,NA,NA,NA,"B",NA,NA,130,"2137",NA,NA
"526",33,4,17,1980,"control",8,45,"DO","F",NA,NA,NA,"S",NA,NA,NA,NA,30,"2408209d",NA,NA
"532",33,4,17,1980,"control",11,71,"DS","F",NA,NA,NA,"S",NA,NA,NA,NA,92,"2415210d",NA,NA
"549",33,4,18,1980,"exclosure",15,41,"PF","M",NA,NA,"S",NA,NA,NA,NA,NA,7,"8012213d",NA,NA
"550",33,4,18,1980,"control",2,44,"PF","M",NA,NA,"S",NA,NA,NA,NA,NA,6,"8102216d",NA,NA
"552",33,4,18,1980,"control",2,51,"DM","M",NA,NA,"S",NA,NA,NA,NA,NA,48,"2277218d",NA,NA
"560",34,5,17,1980,"control",11,14,"DS","F","Z",NA,NA,NA,NA,NA,NA,47,105,"2415210d",NA,NA
"562",34,5,17,1980,"control",11,27,"DS","M",NA,"J",NA,NA,NA,NA,NA,43,45,"2397220d",NA,NA
"572",34,5,17,1980,"control",12,67,"DM","M",NA,"J",NA,NA,NA,NA,NA,36,29,"2394224d",NA,NA
"574",34,5,17,1980,"control",12,77,"DM","M",NA,"J",NA,NA,NA,NA,NA,35,31,"2395227d",NA,NA
"592",34,5,18,1980,"control",8,56,"DO","F","Z",NA,NA,NA,NA,NA,NA,35,43,"2408209d",NA,NA
"593",34,5,18,1980,"control",4,62,"DS","M",NA,"J",NA,NA,NA,NA,NA,49,86,"2378229d",NA,NA
"596",34,5,18,1980,"control",14,72,"NA","M",NA,"J",NA,NA,NA,NA,NA,32,98,"2530",NA,NA
"597",34,5,18,1980,"control",2,73,"NA","F",NA,"J",NA,NA,NA,NA,NA,31,87,"2379",NA,NA
"598",34,5,18,1980,"control",2,76,"NA","F","Z",NA,NA,NA,NA,NA,NA,33,174,"2266231d",NA,NA
"601",35,6,22,1980,"control",11,21,"DO","F",NA,NA,NA,NA,NA,"E",NA,36,56,"2211195d",NA,NA
"603",35,6,22,1980,"control",11,26,"DO","M",NA,"J",NA,NA,NA,NA,NA,33,26,"2555",NA,NA
"607",35,6,22,1980,"control",8,44,"DO","F",NA,NA,NA,NA,"P",NA,NA,35,51,"2408209d",NA,NA
